event_id,timestamp,source,event_type,severity,user_id,device_id,src_ip,event_location,authentication_result,process_name,alert_status,analyst_decision,quality_flags,user_department,user_role,employment_status,privileged_account,user_location,asset_hostname,asset_type,asset_department,asset_owner,asset_criticality,operating_system
AUTH002250,2026-03-17 14:33:00,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0261,D0124,10.2.82.218,Marseille,SUCCESS,,,,,Finance,Analyst,ACTIVE,NO,Lille,PHF-LT-0124,Desktop,Regions,Direction,LOW,Windows 11
AUTH003248,2026-03-17 14:33:43,AUTHENTICATION,MFA_CHALLENGE,LOW,U0022,D0177,10.9.164.74,Marseille,SUCCESS,,,,,Regions,Manager,ACTIVE,NO,Paris,PHF-SRV-0177,Laptop,Direction,Finance,CRITICAL,Windows Server 2022
AUTH004418,2026-03-17 14:34:55,AUTHENTICATION,RDP_SESSION,MEDIUM,U0215,D0088,10.23.64.102,Marseille,SUCCESS,,,,,RH,Engineer,ACTIVE,NO,Marseille,PHF-WS-0088,Mobile,Juridique,Finance,HIGH,Windows 10
EDR001123,2026-03-17 14:36:45,EDR,Suspicious Process,MEDIUM,U0034,D0129,,,,python.exe,Open,FALSE_POSITIVE,,Finance,Assistant,ACTIVE,NO,Bordeaux,PHF-VM-0129,Server,Direction,IT,CRITICAL,Windows 10
AUTH003519,2026-03-17 14:37:00,AUTHENTICATION,LOGIN,LOW,U0028,D0065,10.30.223.233,Paris,SUCCESS,,,,,IT,Technician,ACTIVE,NO,Nantes,PHF-WS-0065,Mobile,Communication,RH,MEDIUM,Windows 11
AUTH001026,2026-03-17 14:37:12,AUTHENTICATION,LOGIN,LOW,U0173,D0191,10.16.74.228,Lyon,SUCCESS,,,,,Juridique,Director,ACTIVE,NO,Lille,PHF-VM-0191,Laptop,Communication,Regions,LOW,macOS 14
AUTH000599,2026-03-17 14:42:12,AUTHENTICATION,LOGIN,MEDIUM,U0251,D0149,10.43.134.220,Nantes,SUCCESS,,,,,Communication,Analyst,ACTIVE,NO,Marseille,PHF-LT-0149,Server,IT,Direction,HIGH,Windows 10
EDR000139,2026-03-17 14:42:49,EDR,Suspicious Process,MEDIUM,U0198,D0193,,,,outlook.exe,Open,FALSE_POSITIVE,,Communication,Manager,ACTIVE,NO,Marseille,PHF-SRV-0193,Server,Regions,RH,CRITICAL,Windows 11
EDR000717,2026-03-17 14:43:36,EDR,Unusual Network,HIGH,U0302,D0090,,,,chrome.exe,Open,FALSE_POSITIVE,,Finance,Technician,ACTIVE,NO,Nantes,PHF-VM-0090,VM,Finance,Communication,MEDIUM,Windows Server 2019
AUTH004420,2026-03-17 14:46:00,AUTHENTICATION,VPN_CONNECT,LOW,,D0121,10.45.211.225,Toulouse,SUCCESS,,,,MISSING_USER_ID,,,,,,PHF-WS-0120,VM,IT,,MEDIUM,Windows 11
EDR000571,2026-03-17 14:48:55,EDR,PUP Detected,LOW,U0350,D0175,,,,outlook.exe,In Progress,FALSE_POSITIVE,,RH,Manager,ACTIVE,NO,Bordeaux,PHF-SRV-0175,Server,RH,Regions,LOW,Ubuntu 22.04
AUTH002832,2026-03-17 14:49:00,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0376,D0098,10.4.127.236,Nantes,SUCCESS,,,,,Finance,Manager,ACTIVE,NO,Marseille,PHF-LT-0098,VM,Regions,Finance,CRITICAL,Windows Server 2019
AUTH000299,2026-03-17 14:52:00,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0325,D0035,10.39.164.23,Nantes,SUCCESS,,,,,Communication,Coordinator,ACTIVE,NO,Lille,PHF-SRV-0035,Mobile,Regions,Juridique,MEDIUM,Windows Server 2019
AUTH003156,2026-03-17 14:52:00,AUTHENTICATION,RDP_SESSION,LOW,U0055,D0198,10.11.101.133,Marseille,SUCCESS,,,,,IT,Engineer,ACTIVE,NO,Marseille,PHF-VM-0198,Mobile,Juridique,Communication,LOW,Ubuntu 22.04
AUTH002910,2026-03-17 14:53:39,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0001,D0145,10.9.103.25,Bordeaux,FAILURE,,,,,Communication,Analyst,ACTIVE,NO,Lille,PHF-WS-0145,Mobile,RH,Direction,LOW,macOS 14
AUTH004329,2026-03-17 15:01:00,AUTHENTICATION,LOGOUT,MEDIUM,,D0130,10.8.183.64,Lille,SUCCESS,,,,MISSING_USER_ID,,,,,,PHF-WS-0130,Mobile,RH,Direction,MEDIUM,Windows Server 2019
AUTH000509,2026-03-17 15:02:00,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0159,D0148,10.29.163.216,Toulouse,SUCCESS,,,,,Juridique,Assistant,ACTIVE,NO,Toulouse,PHF-LT-0148,Desktop,RH,Direction,CRITICAL,Windows Server 2022
EDR000628,2026-03-17 15:04:28,EDR,PUP Detected,HIGH,U0389,D0070,,,,chrome.exe,In Progress,FALSE_POSITIVE,,RH,Director,ACTIVE,NO,Marseille,PHF-WS-0070,VM,Regions,Direction,CRITICAL,Windows 10
AUTH003564,2026-03-17 15:07:01,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0326,D0038,10.39.216.171,Bordeaux,SUCCESS,,,,,Direction,Engineer,ACTIVE,YES,Marseille,PHF-SRV-0038,Server,Direction,RH,CRITICAL,macOS 14
EDR000774,2026-03-17 15:07:22,EDR,Unusual Network,LOW,U0297,D0043,,,,outlook.exe,Open,FALSE_POSITIVE,,Direction,Director,ACTIVE,NO,Marseille,PHF-SRV-0043,VM,Juridique,Communication,HIGH,Ubuntu 22.04
AUTH000383,2026-03-17 15:08:39,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0214,D0047,10.33.164.184,Lyon,SUCCESS,,,,,Finance,Engineer,ACTIVE,NO,Marseille,PHF-LT-0047,Desktop,Regions,Direction,CRITICAL,Ubuntu 22.04
AUTH001116,2026-03-17 15:08:54,AUTHENTICATION,RDP_SESSION,LOW,U0226,D0003,10.20.150.254,Lille,SUCCESS,,,,,Communication,Analyst,ACTIVE,NO,Marseille,PHF-SRV-0003,Server,IT,IT,CRITICAL,Windows Server 2022
AUTH001104,2026-03-17 15:12:30,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0061,D0115,10.14.119.207,Paris,SUCCESS,,,,,Finance,Assistant,ACTIVE,NO,Paris,PHF-LT-0115,Mobile,Finance,Communication,,Windows 11
AUTH003744,2026-03-17 15:14:56,AUTHENTICATION,LOGOUT,LOW,U0178,D0169,10.24.155.140,Toulouse,SUCCESS,,,,,Direction,Coordinator,ACTIVE,NO,Lyon,PHF-LT-0169,Mobile,Communication,IT,HIGH,Windows Server 2022
AUTH004279,2026-03-17 15:21:51,AUTHENTICATION,LOGOUT,LOW,U0025,D0001,10.14.179.20,Toulouse,SUCCESS,,,,,Juridique,Engineer,ACTIVE,NO,Marseille,PHF-WS-0001,Laptop,IT,Regions,CRITICAL,Windows Server 2019
AUTH003927,2026-03-17 15:22:45,AUTHENTICATION,PASSWORD_CHANGE,LOW,,D0171,10.15.196.195,Nantes,SUCCESS,,,,MISSING_USER_ID,,,,,,PHF-WS-0171,Desktop,Finance,Finance,MEDIUM,Windows Server 2019
AUTH002429,2026-03-17 15:26:06,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0181,D0083,10.35.204.51,Bordeaux,SUCCESS,,,,,Finance,Engineer,ACTIVE,NO,Toulouse,PHF-LT-0083,Server,Juridique,Direction,HIGH,Windows Server 2019
AUTH001286,2026-03-17 15:35:28,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0256,D0055,10.18.13.8,Lyon,SUCCESS,,,,,Communication,Director,ACTIVE,NO,Lyon,PHF-LT-0055,Server,Finance,Regions,HIGH,Windows Server 2022
AUTH003896,2026-03-17 15:37:28,AUTHENTICATION,RDP_SESSION,LOW,,D0121,10.45.131.80,Marseille,FAILURE,,,,MISSING_USER_ID,,,,,,PHF-WS-0120,VM,IT,,MEDIUM,Windows 11
AUTH003411,2026-03-17 15:41:45,AUTHENTICATION,LOGIN,LOW,U0358,D0060,10.4.5.248,Nantes,SUCCESS,,,,,Juridique,Engineer,ACTIVE,YES,Lille,PHF-VM-0060,Server,Regions,Communication,,Windows 10
AUTH003471,2026-03-17 15:41:53,AUTHENTICATION,VPN_CONNECT,LOW,U0356,D0071,10.49.157.252,Toulouse,SUCCESS,,,,,Juridique,Technician,ACTIVE,NO,Lille,PHF-WS-0071,VM,Juridique,Direction,MEDIUM,macOS 14
AUTH001057,2026-03-17 15:44:32,AUTHENTICATION,RDP_SESSION,LOW,U0022,D0030,10.46.228.66,Toulouse,SUCCESS,,,,,Regions,Manager,ACTIVE,NO,Paris,PHF-LT-0030,Mobile,Communication,Regions,MEDIUM,Windows Server 2019
AUTH000494,2026-03-17 15:47:00,AUTHENTICATION,LOGIN,LOW,U0140,D0156,10.1.128.121,Lyon,SUCCESS,,,,,Regions,Coordinator,ACTIVE,NO,Marseille,PHF-LT-0156,Mobile,Communication,Communication,LOW,macOS 14
EDR000740,2026-03-17 15:47:01,EDR,Unusual Network,LOW,U0234,D0034,,,,sccm_client.exe,In Progress,FALSE_POSITIVE,,Regions,Assistant,ACTIVE,NO,Lille,PHF-VM-0034,VM,RH,Communication,MEDIUM,Windows 11
EDR000213,2026-03-17 15:47:29,EDR,Unusual Network,MEDIUM,U0089,D0187,,,,chrome.exe,Closed,FALSE_POSITIVE,,Communication,Manager,ACTIVE,NO,Marseille,PHF-SRV-0187,Desktop,Finance,IT,HIGH,Windows Server 2019
AUTH003860,2026-03-17 15:48:02,AUTHENTICATION,LOGIN,LOW,U0207,D0009,10.43.150.240,Nantes,SUCCESS,,,,,Juridique,Assistant,ACTIVE,NO,Bordeaux,PHF-WS-0009,VM,Communication,Communication,LOW,Windows 10
AUTH003020,2026-03-17 15:49:00,AUTHENTICATION,LOGOUT,LOW,U0383,D0177,,Toulouse,FAILURE,,,,INVALID_SRC_IP,Direction,Engineer,ACTIVE,NO,Lille,PHF-SRV-0177,Laptop,Direction,Finance,CRITICAL,Windows Server 2022
AUTH000674,2026-03-17 15:49:25,AUTHENTICATION,VPN_CONNECT,LOW,U0350,D0129,10.11.130.117,Paris,SUCCESS,,,,,RH,Manager,ACTIVE,NO,Bordeaux,PHF-VM-0129,Server,Direction,IT,CRITICAL,Windows 10
AUTH004576,2026-03-17 15:51:00,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0030,D0165,10.37.13.242,Paris,SUCCESS,,,,,Juridique,Director,ACTIVE,NO,Lyon,PHF-WS-0165,Desktop,Communication,IT,,Windows 10
AUTH003288,2026-03-17 15:52:38,AUTHENTICATION,LOGOUT,LOW,U0135,D0041,10.21.250.121,Lyon,SUCCESS,,,,,Juridique,Assistant,ACTIVE,NO,Lyon,PHF-SRV-0041,VM,Direction,Direction,CRITICAL,Windows Server 2019
AUTH001903,2026-03-17 15:53:16,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0277,D0163,10.7.60.185,Toulouse,SUCCESS,,,,,Finance,Manager,ACTIVE,NO,Bordeaux,PHF-VM-0163,Desktop,RH,IT,,Ubuntu 22.04
AUTH004517,2026-03-17 15:57:17,AUTHENTICATION,VPN_CONNECT,MEDIUM,U0280,D0023,10.13.2.217,Bordeaux,SUCCESS,,,,,Finance,Coordinator,ACTIVE,YES,Paris,PHF-WS-0023,Desktop,IT,RH,HIGH,Windows Server 2022
EDR000084,2026-03-17 16:02:53,EDR,Unusual Network,HIGH,U0213,D0022,,,,antivirus_update.exe,Open,FALSE_POSITIVE,,Direction,Assistant,ACTIVE,NO,Marseille,PHF-LT-0022,Mobile,IT,Finance,CRITICAL,Windows Server 2022
AUTH000394,2026-03-17 16:05:00,AUTHENTICATION,LOGOUT,MEDIUM,U0087,D0031,10.17.113.217,Paris,SUCCESS,,,,,RH,Assistant,ACTIVE,NO,Nantes,PHF-WS-0031,Mobile,Juridique,,MEDIUM,Windows 10
AUTH002451,2026-03-17 16:14:38,AUTHENTICATION,LOGOUT,MEDIUM,U0178,D0011,10.2.107.225,Lyon,SUCCESS,,,,,Direction,Coordinator,ACTIVE,NO,Lyon,PHF-SRV-0011,Server,Finance,Finance,CRITICAL,Windows Server 2019
EDR000753,2026-03-17 16:15:15,EDR,PUP Detected,MEDIUM,U0071,D0073,,,,outlook.exe,Closed,,NOT_REVIEWED,IT,Analyst,ACTIVE,NO,Nantes,PHF-SRV-0073,Desktop,IT,Regions,HIGH,Windows Server 2022
AUTH001076,2026-03-17 16:15:53,AUTHENTICATION,LOGIN,LOW,U0112,D0192,10.26.145.58,Paris,SUCCESS,,,,,Finance,Coordinator,ACTIVE,NO,Toulouse,PHF-WS-0192,Server,IT,Juridique,CRITICAL,Windows 10
EDR000093,2026-03-17 16:22:19,EDR,Unusual Network,LOW,U0085,D0029,,,,sccm_client.exe,In Progress,FALSE_POSITIVE,,Regions,Assistant,ACTIVE,NO,Toulouse,PHF-WS-0029,Server,Communication,IT,CRITICAL,Windows 11
AUTH001323,2026-03-17 16:24:00,AUTHENTICATION,LOGIN,LOW,U0305,D0033,10.13.27.251,Lyon,SUCCESS,,,,,Communication,Engineer,ACTIVE,NO,Paris,PHF-SRV-0033,VM,Juridique,Juridique,CRITICAL,Ubuntu 22.04
AUTH000221,2026-03-17 16:25:24,AUTHENTICATION,LOGOUT,MEDIUM,U0394,D0007,10.20.78.133,Paris,SUCCESS,,,,,RH,Coordinator,ACTIVE,NO,Marseille,PHF-WS-0007,Laptop,RH,IT,LOW,Windows 10
AUTH004015,2026-03-17 16:29:00,AUTHENTICATION,RDP_SESSION,LOW,U0196,D0046,10.37.53.165,Nantes,SUCCESS,,,,,RH,Director,ACTIVE,YES,Marseille,PHF-VM-0046,Desktop,Communication,RH,LOW,Ubuntu 22.04
AUTH002638,2026-03-17 16:30:27,AUTHENTICATION,LOGOUT,LOW,U0090,D0052,10.12.46.90,Marseille,FAILURE,,,,,Regions,Manager,ACTIVE,NO,Lyon,PHF-WS-0052,Mobile,Juridique,Direction,LOW,Windows 10
AUTH004343,2026-03-17 16:35:33,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0236,D0149,10.38.89.152,Nantes,FAILURE,,,,,Direction,Engineer,ACTIVE,NO,Lille,PHF-LT-0149,Server,IT,Direction,HIGH,Windows 10
AUTH002007,2026-03-17 16:51:00,AUTHENTICATION,MFA_CHALLENGE,LOW,U0005,D0153,10.29.221.44,Lille,SUCCESS,,,,,Juridique,Coordinator,ACTIVE,NO,Paris,PHF-LT-0153,Server,Regions,IT,MEDIUM,Windows Server 2022
AUTH000968,2026-03-17 16:58:32,AUTHENTICATION,LOGOUT,LOW,U0380,D0184,10.20.184.122,Lille,SUCCESS,,,,,Communication,Coordinator,ACTIVE,NO,Marseille,PHF-LT-0184,Mobile,Juridique,Communication,HIGH,Ubuntu 22.04
AUTH002691,2026-03-17 16:59:49,AUTHENTICATION,MFA_CHALLENGE,LOW,U0048,D0147,10.2.70.236,Lille,SUCCESS,,,,,Direction,Analyst,ACTIVE,NO,Marseille,PHF-LT-0147,VM,IT,IT,HIGH,Windows Server 2019
EDR001163,2026-03-17 17:00:47,EDR,Suspicious Process,MEDIUM,U0207,D0043,,,,outlook.exe,Closed,FALSE_POSITIVE,,Juridique,Assistant,ACTIVE,NO,Bordeaux,PHF-SRV-0043,VM,Juridique,Communication,HIGH,Ubuntu 22.04
AUTH001183,2026-03-17 17:01:00,AUTHENTICATION,VPN_CONNECT,MEDIUM,U0213,D0114,10.19.213.179,Lyon,SUCCESS,,,,,Direction,Assistant,ACTIVE,NO,Marseille,PHF-WS-0114,Desktop,Finance,RH,MEDIUM,Windows Server 2022
AUTH001079,2026-03-17 17:02:00,AUTHENTICATION,LOGIN,LOW,U0018,D0088,10.43.167.65,Lille,SUCCESS,,,,,Direction,Assistant,ACTIVE,NO,Bordeaux,PHF-WS-0088,Mobile,Juridique,Finance,HIGH,Windows 10
EDR000135,2026-03-17 17:02:36,EDR,PUP Detected,MEDIUM,U0297,D0105,,,,inventory_scan.exe,In Progress,FALSE_POSITIVE,,Direction,Director,ACTIVE,NO,Marseille,PHF-LT-0105,VM,IT,Regions,HIGH,Windows 11
AUTH003002,2026-03-17 17:03:00,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0161,D0042,10.13.190.224,Lille,SUCCESS,,,,,RH,Director,ACTIVE,NO,Lille,PHF-VM-0042,Mobile,RH,Regions,HIGH,macOS 14
AUTH001356,2026-03-17 17:03:55,AUTHENTICATION,LOGOUT,MEDIUM,U0385,D0162,10.6.64.232,Marseille,FAILURE,,,,,Finance,Engineer,ACTIVE,NO,Paris,PHF-WS-0162,Desktop,RH,Juridique,,Ubuntu 22.04
AUTH002187,2026-03-17 17:05:00,AUTHENTICATION,MFA_CHALLENGE,LOW,U0224,D0167,10.39.176.165,Bordeaux,SUCCESS,,,,,Finance,Analyst,ACTIVE,NO,Bordeaux,PHF-VM-0167,Laptop,RH,Direction,CRITICAL,Windows Server 2022
AUTH004246,2026-03-17 17:11:00,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0295,D0198,10.31.112.112,Lyon,SUCCESS,,,,,Communication,Assistant,ACTIVE,YES,Lyon,PHF-VM-0198,Mobile,Juridique,Communication,LOW,Ubuntu 22.04
EDR000186,2026-03-17 17:12:17,EDR,PUP Detected,MEDIUM,U0114,D0082,,,,antivirus_update.exe,Open,FALSE_POSITIVE,,RH,Analyst,ACTIVE,NO,Lyon,PHF-VM-0082,VM,IT,Juridique,HIGH,Windows Server 2022
AUTH001339,2026-03-17 17:13:09,AUTHENTICATION,LOGOUT,LOW,U0183,D0047,10.33.212.64,Marseille,SUCCESS,,,,,Communication,Director,ACTIVE,NO,Marseille,PHF-LT-0047,Desktop,Regions,Direction,CRITICAL,Ubuntu 22.04
AUTH000447,2026-03-17 17:13:44,AUTHENTICATION,VPN_CONNECT,MEDIUM,,D0145,10.42.254.203,Paris,SUCCESS,,,,MISSING_USER_ID,,,,,,PHF-WS-0145,Mobile,RH,Direction,LOW,macOS 14
AUTH003901,2026-03-17 17:18:36,AUTHENTICATION,LOGOUT,LOW,U0352,D0074,10.7.2.176,Marseille,SUCCESS,,,,,Direction,Director,ACTIVE,NO,Bordeaux,PHF-WS-0074,Server,Juridique,,MEDIUM,Windows Server 2022
EDR001001,2026-03-17 17:19:42,EDR,PUP Detected,MEDIUM,U0109,D0101,,,,antivirus_update.exe,In Progress,FALSE_POSITIVE,,Juridique,Assistant,ACTIVE,NO,Bordeaux,PHF-VM-0101,Server,Communication,Regions,LOW,Windows 10
AUTH001456,2026-03-17 17:26:00,AUTHENTICATION,RDP_SESSION,MEDIUM,U0167,D0153,10.30.104.32,Lille,SUCCESS,,,,,Juridique,Engineer,ACTIVE,NO,Bordeaux,PHF-LT-0153,Server,Regions,IT,MEDIUM,Windows Server 2022
EDR000987,2026-03-17 17:34:05,EDR,Unusual Network,LOW,U0161,D0064,,,,inventory_scan.exe,Open,,NOT_REVIEWED,RH,Director,ACTIVE,NO,Lille,PHF-VM-0064,Mobile,IT,Communication,HIGH,macOS 14
AUTH003840,2026-03-17 17:37:25,AUTHENTICATION,MFA_CHALLENGE,LOW,U0123,D0041,10.7.214.99,Paris,SUCCESS,,,,,RH,Analyst,ACTIVE,NO,Bordeaux,PHF-SRV-0041,VM,Direction,Direction,CRITICAL,Windows Server 2019
AUTH004760,2026-03-17 17:40:40,AUTHENTICATION,LOGIN,LOW,U9005,D0057,10.5.123.51,Bordeaux,SUCCESS,,,,UNKNOWN_USER_REF,,,,,,PHF-VM-0057,Server,IT,IT,HIGH,Ubuntu 22.04
AUTH001273,2026-03-17 17:45:00,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0034,D0112,10.7.31.23,Bordeaux,SUCCESS,,,,,Finance,Assistant,ACTIVE,NO,Bordeaux,PHF-VM-0112,VM,Juridique,Finance,CRITICAL,macOS 14
EDR000646,2026-03-17 17:47:29,EDR,PUP Detected,HIGH,U0121,D0140,,,,antivirus_update.exe,Open,FALSE_POSITIVE,,IT,Coordinator,ACTIVE,NO,Marseille,PHF-VM-0140,VM,Communication,RH,CRITICAL,Windows 10
AUTH001092,2026-03-17 17:52:10,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0248,D0059,10.10.242.36,Bordeaux,SUCCESS,,,,,Direction,Engineer,ACTIVE,NO,Toulouse,PHF-WS-0059,Desktop,RH,Direction,,macOS 14
AUTH001612,2026-03-17 17:52:34,AUTHENTICATION,RDP_SESSION,LOW,U0075,D0088,10.31.26.90,Nantes,SUCCESS,,,,,Juridique,Manager,ACTIVE,NO,Nantes,PHF-WS-0088,Mobile,Juridique,Finance,HIGH,Windows 10
AUTH001097,2026-03-17 17:53:49,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0319,D0123,10.1.158.240,Nantes,SUCCESS,,,,,RH,Coordinator,ACTIVE,NO,Lille,PHF-SRV-0123,VM,Regions,Juridique,,Windows 10
EDR000448,2026-03-17 17:56:02,EDR,Unusual Network,LOW,U0018,D0145,,,,python.exe,Closed,FALSE_POSITIVE,,Direction,Assistant,ACTIVE,NO,Bordeaux,PHF-WS-0145,Mobile,RH,Direction,LOW,macOS 14
EDR000404,2026-03-17 17:56:04,EDR,Unusual Network,MEDIUM,U0098,D0064,,,,antivirus_update.exe,Open,FALSE_POSITIVE,,RH,Director,ACTIVE,NO,Nantes,PHF-VM-0064,Mobile,IT,Communication,HIGH,macOS 14
AUTH002617,2026-03-17 17:56:32,AUTHENTICATION,LOGIN,MEDIUM,U0280,D0037,10.4.86.89,Marseille,SUCCESS,,,,,Finance,Coordinator,ACTIVE,YES,Paris,PHF-VM-0037,Laptop,Juridique,Communication,HIGH,Windows Server 2022
AUTH004108,2026-03-17 17:58:21,AUTHENTICATION,RDP_SESSION,MEDIUM,U0181,D0108,10.39.61.164,Lille,SUCCESS,,,,,Finance,Engineer,ACTIVE,NO,Toulouse,PHF-WS-0108,VM,IT,Finance,LOW,Windows 11
EDR000683,2026-03-17 17:58:30,EDR,Unusual Network,LOW,U0027,D0125,,,,antivirus_update.exe,Open,,NOT_REVIEWED,Regions,Manager,INACTIVE,NO,Paris,PHF-SRV-0125,Desktop,Communication,Finance,,Windows 11
AUTH002309,2026-03-17 17:58:32,AUTHENTICATION,MFA_CHALLENGE,LOW,U0008,D0036,10.31.86.86,Marseille,SUCCESS,,,,,Regions,Technician,ACTIVE,NO,Lyon,PHF-SRV-0036,Server,RH,IT,MEDIUM,Ubuntu 22.04
AUTH001252,2026-03-17 18:00:31,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0036,D0092,10.20.148.85,Marseille,SUCCESS,,,,,RH,Analyst,ACTIVE,NO,Toulouse,PHF-WS-0092,Mobile,Direction,Regions,LOW,Ubuntu 22.04
AUTH002909,2026-03-17 18:01:00,AUTHENTICATION,LOGIN,MEDIUM,U0248,D0080,10.35.134.234,Marseille,SUCCESS,,,,,Direction,Engineer,ACTIVE,NO,Toulouse,PHF-WS-0080,Mobile,Finance,Communication,CRITICAL,macOS 14
AUTH004232,2026-03-17 18:01:55,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0371,D0067,10.49.105.17,Marseille,SUCCESS,,,,,Direction,Assistant,ACTIVE,NO,Lyon,PHF-WS-0067,Mobile,RH,,LOW,Ubuntu 22.04
AUTH002210,2026-03-17 18:01:58,AUTHENTICATION,MFA_CHALLENGE,LOW,U0297,D0025,10.44.11.17,Lyon,SUCCESS,,,,,Direction,Director,ACTIVE,NO,Marseille,PHF-WS-0025,Laptop,Juridique,RH,LOW,Windows Server 2019
AUTH001617,2026-03-17 18:08:00,AUTHENTICATION,VPN_CONNECT,MEDIUM,U0089,D0124,10.17.21.144,Marseille,SUCCESS,,,,,Communication,Manager,ACTIVE,NO,Marseille,PHF-LT-0124,Desktop,Regions,Direction,LOW,Windows 11
AUTH000122,2026-03-17 18:09:00,AUTHENTICATION,VPN_CONNECT,MEDIUM,U0197,D0159,10.5.160.239,Marseille,SUCCESS,,,,,Juridique,Manager,ACTIVE,NO,Lille,PHF-LT-0159,VM,Finance,Communication,MEDIUM,macOS 14
AUTH002826,2026-03-17 18:10:00,AUTHENTICATION,VPN_CONNECT,MEDIUM,U0186,D0062,10.28.126.54,Paris,SUCCESS,,,,,Juridique,Coordinator,ACTIVE,NO,Lyon,PHF-VM-0062,Laptop,Finance,RH,HIGH,Windows Server 2022
AUTH001233,2026-03-17 18:14:48,AUTHENTICATION,LOGOUT,MEDIUM,U0119,D0093,10.42.33.125,Lille,SUCCESS,,,,,IT,Assistant,ACTIVE,NO,Marseille,PHF-LT-0093,Server,Finance,Finance,LOW,Windows Server 2019
AUTH002405,2026-03-17 18:16:00,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0271,D0004,10.45.245.5,Marseille,SUCCESS,,,,,Communication,Director,ACTIVE,NO,Lille,PHF-LT-0004,Mobile,Communication,RH,MEDIUM,Ubuntu 22.04
EDR000799,2026-03-17 18:17:34,EDR,PUP Detected,HIGH,U0200,D0131,,,,antivirus_update.exe,In Progress,FALSE_POSITIVE,,Direction,Assistant,ACTIVE,YES,Bordeaux,PHF-VM-0131,Mobile,Communication,Direction,MEDIUM,Windows 10
EDR000291,2026-03-17 18:19:48,EDR,Suspicious Process,HIGH,U0288,D0191,,,,antivirus_update.exe,Open,FALSE_POSITIVE,,Direction,Engineer,ACTIVE,NO,Lyon,PHF-VM-0191,Laptop,Communication,Regions,LOW,macOS 14
AUTH004783,2026-03-17 18:22:00,AUTHENTICATION,LOGIN,LOW,U0020,D9006,10.13.143.223,Lyon,SUCCESS,,,,UNKNOWN_DEVICE_REF,Direction,Technician,ACTIVE,NO,Bordeaux,,,,,,
AUTH002819,2026-03-17 18:29:00,AUTHENTICATION,LOGIN,MEDIUM,U0288,D0073,10.36.50.75,Toulouse,SUCCESS,,,,,Direction,Engineer,ACTIVE,NO,Lyon,PHF-SRV-0073,Desktop,IT,Regions,HIGH,Windows Server 2022
AUTH000073,2026-03-17 18:33:34,AUTHENTICATION,LOGIN,LOW,U0303,D0071,10.12.98.130,Toulouse,SUCCESS,,,,,IT,Assistant,ACTIVE,NO,Lyon,PHF-WS-0071,VM,Juridique,Direction,MEDIUM,macOS 14
AUTH002109,2026-03-17 18:39:55,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0313,D0160,10.8.90.132,Paris,SUCCESS,,,,,Communication,Director,ACTIVE,NO,Paris,PHF-VM-0160,Server,Direction,Communication,CRITICAL,macOS 14
EDR001735,2026-03-17 18:42:07,EDR,Credential Access,CRITICAL,U0021,D0170,,,,rundll32.exe,Closed,TRUE_POSITIVE,,RH,Engineer,ACTIVE,NO,Nantes,PHF-LT-0170,VM,RH,RH,LOW,Windows Server 2019
AUTH000367,2026-03-17 18:43:34,AUTHENTICATION,MFA_CHALLENGE,LOW,U0163,D0045,10.43.94.78,Nantes,SUCCESS,,,,,IT,Manager,ACTIVE,YES,Bordeaux,PHF-LT-0045,Mobile,Juridique,Finance,,macOS 14
AUTH000256,2026-03-17 18:52:23,AUTHENTICATION,LOGOUT,LOW,U0056,D0005,10.40.204.201,Lyon,SUCCESS,,,,,Finance,Manager,ACTIVE,NO,Toulouse,PHF-WS-0005,Desktop,Communication,,CRITICAL,Windows Server 2022
AUTH004007,2026-03-17 18:59:57,AUTHENTICATION,LOGIN,LOW,U0133,D0140,10.39.41.16,Lille,SUCCESS,,,,,Communication,Analyst,ACTIVE,NO,Paris,PHF-VM-0140,VM,Communication,RH,CRITICAL,Windows 10
