alert_id,timestamp,device_id,user_id,alert_type,process_name,severity,status,analyst_decision,timestamp_raw,timestamp_format_raw,severity_raw,quality_flags
EDR001293,2026-03-11 05:36:00,D0009,U0390,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T05:36:00Z,iso_z,high,
EDR000157,2026-03-04 09:11:52,D0184,U0395,Suspicious Process,teams.exe,LOW,Open,,2026-03-04 09:11:52,iso_space,LOW,MISSING_ANALYST_DECISION
EDR000310,2026-03-08 08:01:30,D0126,U0341,Suspicious Process,inventory_scan.exe,MEDIUM,Closed,,2026-03-08 08:01:30,iso_space,medium,MISSING_ANALYST_DECISION
EDR001368,2026-03-11 09:21:00,D0037,U0272,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 09:21:00,iso_space,High,
EDR000591,2026-03-15 12:35:07,D0077,U0069,Suspicious Process,chrome.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-15 12:35:07,iso_space,Medium,
EDR000767,2026-03-04 15:33:07,D0088,U0158,Unusual Network,inventory_scan.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-04 15:33:07,iso_space,high,
EDR001400,2026-03-11 10:57:00,D0048,U0091,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T10:57:00Z,iso_z,high,
EDR000790,2026-03-08 17:42:02,D0141,U0065,Suspicious Process,antivirus_update.exe,LOW,Closed,FALSE_POSITIVE,2026-03-08 17:42:02,iso_space,low,
EDR001329,2026-03-11 07:24:00,D0154,U0115,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 07:24:00,iso_space,High,
EDR000316,2026-03-08 13:10:31,D0009,U0256,Suspicious Process,teams.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-08T13:10:31Z,iso_z,High,
EDR001740,2026-03-11 12:07:48,D0162,U0355,Credential Access,psexec.exe,CRITICAL,Closed,TRUE_POSITIVE,2026-03-11 12:07:48,iso_space,CRITICAL,
EDR000251,2026-03-07 14:19:14,D0023,U0322,Suspicious Process,sccm_client.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-07 14:19:14,iso_space,LOW,
EDR001574,2026-03-11 19:39:00,D0061,U0059,Suspicious Process,backup_agent.exe,HIGH,Closed,,2026-03-11T19:39:00Z,iso_z,high,MISSING_ANALYST_DECISION
EDR000864,2026-03-03 08:23:05,D0017,U0340,Suspicious Process,antivirus_update.exe,HIGH,Open,,2026-03-03 08:23:05,iso_space,High,MISSING_ANALYST_DECISION
EDR000904,2026-03-12 12:05:18,D0082,U0042,PUP Detected,teams.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-12 12:05:18,iso_space,medium,
EDR000706,2026-03-04 12:06:07,D0193,U0186,PUP Detected,sccm_client.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-04 12:06:07,iso_space,High,
EDR000503,2026-03-11 10:06:01,D0019,U0386,Suspicious Process,chrome.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-11T10:06:01Z,iso_z,low,
EDR001341,2026-03-11 08:00:00,D0043,U0355,Suspicious Process,backup_agent.exe,HIGH,Closed,,2026-03-11 08:00:00,iso_space,HIGH,MISSING_ANALYST_DECISION
EDR001138,2026-03-21 13:24:18,D0024,U0185,PUP Detected,inventory_scan.exe,LOW,Closed,FALSE_POSITIVE,2026-03-21T13:24:18Z,iso_z,LOW,
EDR000315,2026-03-14 18:59:56,D0120,U0287,PUP Detected,teams.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-14T18:59:56Z,iso_z,medium,
EDR001201,2026-03-11 01:00:00,D0180,U0138,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 01:00:00,iso_space,high,
EDR001344,2026-03-11 08:09:00,D0101,U0177,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 08:09:00,iso_space,High,
EDR001246,2026-03-11 03:15:00,D0195,U0085,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 03:15:00,iso_space,High,
EDR001224,2026-03-11 02:09:00,D0187,U0261,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 02:09:00,iso_space,High,
EDR000158,2026-03-07 17:38:44,D0025,U0191,PUP Detected,sccm_client.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-07T17:38:44Z,iso_z,medium,
EDR000292,2026-03-02 15:38:25,D0057,U0347,Unusual Network,antivirus_update.exe,LOW,Closed,FALSE_POSITIVE,2026-03-02 15:38:25,iso_space,Low,
EDR001815,2026-03-12 04:27:00,D0003,U0007,Persistence Attempt,psexec.exe,CRITICAL,Open,NEEDS_INVESTIGATION,2026-03-12T04:27:00Z,iso_z,CRITICAL,
EDR000235,2026-03-17 10:27:47,D0162,U0016,PUP Detected,python.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-17 10:27:47,iso_space,high,
EDR000575,2026-03-07 08:46:42,D0093,U0123,Unusual Network,sccm_client.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-07 08:46:42,iso_space,high,
EDR000302,2026-03-18 19:14:26,D0117,U0230,Suspicious Process,chrome.exe,HIGH,Open,FALSE_POSITIVE,2026-03-18T19:14:26Z,iso_z,high,
EDR000543,2026-03-18 11:49:09,D0139,U0178,PUP Detected,chrome.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-18T11:49:09Z,iso_z,high,
EDR001780,2026-03-12 02:42:00,D0003,U0007,Credential Access,mimikatz.exe,CRITICAL,Open,TRUE_POSITIVE,2026-03-12 02:42:00,iso_space,CRITICAL,
EDR001665,2026-03-19 12:05:04,D0007,U0377,Malware Signature,teams.exe,HIGH,In Progress,NEEDS_INVESTIGATION,2026-03-19 12:05:04,iso_space,High,
EDR000516,2026-03-18 19:13:50,D0123,U0304,Unusual Network,teams.exe,LOW,Open,FALSE_POSITIVE,2026-03-18 19:13:50,iso_space,LOW,
EDR000362,2026-03-20 18:17:28,D0071,U0144,PUP Detected,sccm_client.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-20T18:17:28Z,iso_z,HIGH,
EDR001115,2026-03-06 12:27:12,D0078,U0318,PUP Detected,antivirus_update.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-06 12:27:12,iso_space,HIGH,
EDR000915,2026-03-17 08:07:10,D0195,U0119,PUP Detected,inventory_scan.exe,LOW,Closed,FALSE_POSITIVE,2026-03-17T08:07:10Z,iso_z,LOW,
EDR001308,2026-03-11 06:21:00,D0097,U0368,Suspicious Process,backup_agent.exe,HIGH,Closed,,2026-03-11T06:21:00Z,iso_z,high,MISSING_ANALYST_DECISION
EDR000747,2026-03-22 08:40:48,D0138,U0107,PUP Detected,outlook.exe,HIGH,Open,FALSE_POSITIVE,2026-03-22 08:40:48,iso_space,high,
EDR001153,2026-03-13 10:30:57,D0081,U0112,PUP Detected,chrome.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-13 10:30:57,iso_space,medium,
EDR000484,2026-03-16 19:12:43,D0147,U0069,Suspicious Process,antivirus_update.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-16 19:12:43,iso_space,Medium,
EDR001657,2026-03-22 16:53:59,D0091,U0202,Credential Access,psexec.exe,CRITICAL,Open,NEEDS_INVESTIGATION,2026-03-22T16:53:59Z,iso_z,Critical,
EDR000957,2026-03-11 08:17:49,D0160,U0039,Suspicious Process,teams.exe,LOW,Open,FALSE_POSITIVE,2026-03-11T08:17:49Z,iso_z,Low,
EDR001075,2026-03-05 17:16:40,D0080,U0201,PUP Detected,python.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-05 17:16:40,iso_space,Low,
EDR001542,2026-03-11 18:03:00,D0068,U0325,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 18:03:00,iso_space,HIGH,
EDR001266,2026-03-11 04:15:00,D0098,U0330,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T04:15:00Z,iso_z,High,
EDR001449,2026-03-11 13:24:00,D0068,U0010,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 13:24:00,iso_space,High,
EDR000776,2026-03-04 12:40:49,D0052,U0121,Suspicious Process,chrome.exe,LOW,Closed,FALSE_POSITIVE,2026-03-04T12:40:49Z,iso_z,Low,
EDR000743,2026-03-16 19:34:33,D0052,U0216,Suspicious Process,sccm_client.exe,HIGH,In Progress,,2026-03-16 19:34:33,iso_space,high,MISSING_ANALYST_DECISION
EDR000663,2026-03-21 19:39:59,D0050,U0343,PUP Detected,python.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-21 19:39:59,iso_space,low,
EDR000349,2026-03-08 10:47:31,D0177,U0141,PUP Detected,outlook.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-08 10:47:31,iso_space,MEDIUM,
EDR001388,2026-03-11 10:21:00,D0135,U0074,Suspicious Process,backup_agent.exe,HIGH,Closed,,2026-03-11 10:21:00,iso_space,high,MISSING_ANALYST_DECISION
EDR000320,2026-03-12 17:41:58,D0019,U0336,Suspicious Process,sccm_client.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-12 17:41:58,iso_space,High,
EDR001527,2026-03-11 17:18:00,D0039,U0278,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 17:18:00,iso_space,high,
EDR000193,2026-03-04 12:57:08,D0094,U0083,PUP Detected,inventory_scan.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-04 12:57:08,iso_space,HIGH,
EDR001145,2026-03-11 15:50:52,D0031,U0321,PUP Detected,teams.exe,LOW,Open,FALSE_POSITIVE,2026-03-11 15:50:52,iso_space,low,
EDR000711,2026-03-11 10:45:04,D0127,U0365,Unusual Network,sccm_client.exe,HIGH,In Progress,,2026-03-11 10:45:04,iso_space,HIGH,MISSING_ANALYST_DECISION
EDR000577,2026-03-15 18:12:36,D0164,U0079,Unusual Network,outlook.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-15 18:12:36,iso_space,HIGH,
EDR001755,2026-03-15 11:07:58,D0087,U0105,Malware Signature,rundll32.exe,CRITICAL,Closed,,2026-03-15 11:07:58,iso_space,critical,MISSING_ANALYST_DECISION
EDR000511,2026-03-18 11:22:22,D0029,U0192,Unusual Network,chrome.exe,LOW,Closed,FALSE_POSITIVE,2026-03-18 11:22:22,iso_space,LOW,
EDR001656,2026-03-08 09:43:40,D0092,U0119,PowerShell Abuse,sccm_client.exe,HIGH,In Progress,NEEDS_INVESTIGATION,2026-03-08 09:43:40,iso_space,high,
EDR000610,2026-03-08 19:29:56,D0028,U0043,PUP Detected,chrome.exe,LOW,Closed,FALSE_POSITIVE,2026-03-08 19:29:56,iso_space,LOW,
EDR000295,2026-03-11 19:02:25,D0145,U0337,Suspicious Process,chrome.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-11 19:02:25,iso_space,low,
EDR001014,2026-03-04 09:25:17,D0187,U0308,Suspicious Process,antivirus_update.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-04T09:25:17Z,iso_z,medium,
EDR000085,2026-03-10 19:19:12,D0131,U0346,PUP Detected,python.exe,LOW,Closed,FALSE_POSITIVE,2026-03-10 19:19:12,iso_space,LOW,
EDR001104,2026-03-07 10:10:36,D0116,U0060,Unusual Network,inventory_scan.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-07 10:10:36,iso_space,High,
EDR000115,2026-03-15 12:27:23,D0010,U0130,Suspicious Process,antivirus_update.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-15 12:27:23,iso_space,Medium,
EDR001417,2026-03-11 11:48:00,D0146,U0306,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T11:48:00Z,iso_z,High,
EDR000440,2026-03-06 12:16:29,D0020,U0295,Unusual Network,outlook.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-06 12:16:29,iso_space,High,
EDR001314,2026-03-11 06:39:00,D0046,U0105,Suspicious Process,backup_agent.exe,HIGH,Closed,,2026-03-11T06:39:00Z,iso_z,high,MISSING_ANALYST_DECISION
EDR001619,2026-03-16 19:23:52,D0146,U0043,PUP Detected,cryptolock.exe,CRITICAL,Closed,FALSE_POSITIVE,2026-03-16 19:23:52,iso_space,CRITICAL,
EDR001670,2026-03-03 12:40:33,D0060,U0017,PUP Detected,inventory_scan.exe,CRITICAL,In Progress,NEEDS_INVESTIGATION,2026-03-03 12:40:33,iso_space,critical,
EDR001786,2026-03-12 03:00:00,D0003,U0007,Credential Access,mimikatz.exe,CRITICAL,In Progress,NEEDS_INVESTIGATION,2026-03-12 03:00:00,iso_space,critical,
EDR001846,2026-03-17 08:33:55,D9008,U0099,PUP Detected,sccm_client.exe,LOW,Open,NEEDS_INVESTIGATION,2026-03-17 08:33:55,iso_space,Low,UNKNOWN_DEVICE_REF
EDR000011,2026-03-17 11:13:46,D0097,U0280,Suspicious Process,antivirus_update.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-17 11:13:46,iso_space,HIGH,
EDR000798,2026-03-18 18:32:11,D0103,U0230,Unusual Network,teams.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-18 18:32:11,iso_space,Medium,
EDR000858,2026-03-03 19:54:27,D0131,U0329,Unusual Network,outlook.exe,LOW,Open,FALSE_POSITIVE,2026-03-03 19:54:27,iso_space,Low,
EDR000365,2026-03-02 17:44:01,D0152,U0261,PUP Detected,inventory_scan.exe,LOW,Open,FALSE_POSITIVE,2026-03-02 17:44:01,iso_space,LOW,
EDR001369,2026-03-11 09:24:00,D0164,U0329,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 09:24:00,iso_space,high,
EDR001215,2026-03-11 01:42:00,D0179,U0339,Suspicious Process,backup_agent.exe,HIGH,Closed,,2026-03-11 01:42:00,iso_space,high,MISSING_ANALYST_DECISION
EDR000265,2026-03-16 10:59:42,D0140,U0270,Suspicious Process,sccm_client.exe,MEDIUM,Open,,2026-03-16T10:59:42Z,iso_z,MEDIUM,MISSING_ANALYST_DECISION
EDR000279,2026-03-11 14:20:13,D0016,U0062,PUP Detected,antivirus_update.exe,LOW,Open,FALSE_POSITIVE,2026-03-11 14:20:13,iso_space,LOW,
EDR001590,2026-03-04 15:17:23,D0075,U0117,PowerShell Abuse,powershell_enc.exe,MEDIUM,Open,NEEDS_INVESTIGATION,2026-03-04T15:17:23Z,iso_z,medium,
EDR001026,2026-03-19 08:54:20,D0123,U0365,Unusual Network,python.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-19 08:54:20,iso_space,MEDIUM,
EDR000304,2026-03-07 09:26:12,D0164,U0038,Suspicious Process,teams.exe,LOW,Closed,,2026-03-07T09:26:12Z,iso_z,low,MISSING_ANALYST_DECISION
EDR000934,2026-03-21 10:14:12,D0108,U0250,Suspicious Process,teams.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-21 10:14:12,iso_space,Medium,
EDR001626,2026-03-06 11:25:54,D0128,U0007,PUP Detected,chrome.exe,CRITICAL,In Progress,NEEDS_INVESTIGATION,2026-03-06 11:25:54,iso_space,Critical,
EDR000952,2026-03-17 14:31:45,D0159,U0018,PUP Detected,chrome.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-17 14:31:45,iso_space,Medium,
EDR001522,2026-03-11 17:03:00,D0027,U0209,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 17:03:00,iso_space,high,
EDR000481,2026-03-18 15:25:19,D0070,U0041,Unusual Network,outlook.exe,LOW,Open,FALSE_POSITIVE,2026-03-18 15:25:19,iso_space,low,
EDR001822,2026-03-17 03:40:00,D0011,U0113,Persistence Attempt,cryptolock.exe,CRITICAL,Open,TRUE_POSITIVE,2026-03-17 03:40:00,iso_space,CRITICAL,
EDR001116,2026-03-02 19:32:39,D0188,U0325,PUP Detected,inventory_scan.exe,LOW,Closed,FALSE_POSITIVE,2026-03-02T19:32:39Z,iso_z,LOW,
EDR000935,2026-03-13 09:23:19,D0113,U0104,PUP Detected,teams.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-13 09:23:19,iso_space,low,
EDR000741,2026-03-18 13:42:19,D0097,U0146,PUP Detected,outlook.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-18 13:42:19,iso_space,Medium,
EDR001764,2026-03-19 08:37:39,D0101,U0045,Malware Signature,cryptolock.exe,HIGH,Closed,TRUE_POSITIVE,2026-03-19T08:37:39Z,iso_z,high,
EDR001489,2026-03-11 15:24:00,D0041,U0363,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 15:24:00,iso_space,High,
EDR001789,2026-03-12 03:09:00,D0003,U0007,Persistence Attempt,mimikatz.exe,CRITICAL,Open,NEEDS_INVESTIGATION,2026-03-12T03:09:00Z,iso_z,critical,
EDR001537,2026-03-11 17:48:00,D0150,U0340,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T17:48:00Z,iso_z,High,
EDR000866,2026-03-18 15:06:51,D0105,U0341,Unusual Network,python.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-18 15:06:51,iso_space,Low,
EDR001157,2026-03-15 09:25:50,D0119,U0291,Suspicious Process,chrome.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-15T09:25:50Z,iso_z,high,
EDR000185,2026-03-11 10:28:56,D0034,U0208,Unusual Network,python.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-11 10:28:56,iso_space,Low,
EDR000155,2026-03-08 15:52:57,D0021,U0207,PUP Detected,chrome.exe,LOW,In Progress,,2026-03-08 15:52:57,iso_space,LOW,MISSING_ANALYST_DECISION
EDR000786,2026-03-10 08:05:09,D0015,U0148,Suspicious Process,sccm_client.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-10 08:05:09,iso_space,HIGH,
EDR001599,2026-03-05 18:57:35,D0063,U0017,Malware Signature,mimikatz.exe,HIGH,In Progress,NEEDS_INVESTIGATION,2026-03-05 18:57:35,iso_space,High,
EDR001534,2026-03-11 17:39:00,D0166,U0197,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T17:39:00Z,iso_z,high,
EDR000341,2026-03-18 09:04:30,D0012,U0317,PUP Detected,sccm_client.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-18T09:04:30Z,iso_z,medium,
EDR000574,2026-03-05 08:27:44,D0103,U0251,PUP Detected,antivirus_update.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-05 08:27:44,iso_space,LOW,
EDR000612,2026-03-02 14:21:40,D0164,U0194,PUP Detected,outlook.exe,HIGH,Closed,,2026-03-02T14:21:40Z,iso_z,High,MISSING_ANALYST_DECISION
EDR001588,2026-03-11 15:05:27,D0015,U0379,Credential Access,inventory_scan.exe,MEDIUM,Open,NEEDS_INVESTIGATION,2026-03-11 15:05:27,iso_space,MEDIUM,
EDR000595,2026-03-13 10:32:25,D0145,U0064,Unusual Network,python.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-13 10:32:25,iso_space,Low,
EDR000639,2026-03-20 15:21:20,D0116,U0309,Unusual Network,chrome.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-20 15:21:20,iso_space,Medium,
EDR000037,2026-03-13 15:45:55,D0188,U0212,Suspicious Process,chrome.exe,LOW,Closed,FALSE_POSITIVE,2026-03-13 15:45:55,iso_space,low,
EDR001800,2026-03-12 03:42:00,D0003,U0007,Credential Access,mimikatz.exe,HIGH,In Progress,NEEDS_INVESTIGATION,2026-03-12 03:42:00,iso_space,HIGH,
EDR001088,2026-03-12 17:03:13,D0041,U0149,PUP Detected,teams.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-12 17:03:13,iso_space,HIGH,
EDR000587,2026-03-15 17:32:28,D0032,U0002,PUP Detected,chrome.exe,MEDIUM,Open,,2026-03-15 17:32:28,iso_space,Medium,MISSING_ANALYST_DECISION
EDR000256,2026-03-04 13:56:19,D0044,U0234,Unusual Network,outlook.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-04 13:56:19,iso_space,medium,
EDR000012,2026-03-03 11:11:15,D0061,U0012,PUP Detected,chrome.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-03T11:11:15Z,iso_z,Medium,
EDR000936,2026-03-02 11:44:18,D0181,U0150,Suspicious Process,outlook.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-02T11:44:18Z,iso_z,Medium,
EDR001396,2026-03-11 10:45:00,D0105,U0347,Suspicious Process,backup_agent.exe,HIGH,Closed,,2026-03-11 10:45:00,iso_space,High,MISSING_ANALYST_DECISION
EDR000107,2026-03-09 18:00:37,D0121,U0235,Unusual Network,antivirus_update.exe,LOW,Open,FALSE_POSITIVE,2026-03-09 18:00:37,iso_space,LOW,
EDR000920,2026-03-09 19:28:50,D0145,U0097,Unusual Network,antivirus_update.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-09T19:28:50Z,iso_z,HIGH,
EDR001519,2026-03-11 16:54:00,D0141,U0385,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 16:54:00,iso_space,high,
EDR000765,2026-03-11 10:36:17,D0050,U0050,Suspicious Process,chrome.exe,HIGH,Closed,,2026-03-11 10:36:17,iso_space,HIGH,MISSING_ANALYST_DECISION
EDR001439,2026-03-11 12:54:00,D0138,U0003,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 12:54:00,iso_space,High,
EDR000035,2026-03-09 14:55:07,D0182,U0231,Unusual Network,python.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-09 14:55:07,iso_space,high,
EDR001492,2026-03-11 15:33:00,D0188,U0216,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 15:33:00,iso_space,High,
EDR001331,2026-03-11 07:30:00,D0051,U0204,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 07:30:00,iso_space,high,
EDR000830,2026-03-09 12:10:04,D0110,U0001,Suspicious Process,inventory_scan.exe,MEDIUM,Open,,2026-03-09 12:10:04,iso_space,medium,MISSING_ANALYST_DECISION
EDR000486,2026-03-08 10:37:56,D0018,U0122,Suspicious Process,chrome.exe,LOW,Open,FALSE_POSITIVE,2026-03-08 10:37:56,iso_space,LOW,
EDR001377,2026-03-11 09:48:00,D0183,U0312,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 09:48:00,iso_space,High,
EDR001505,2026-03-11 16:12:00,D0123,U0077,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 16:12:00,iso_space,High,
EDR001171,2026-03-04 18:46:04,D0006,U0135,PUP Detected,teams.exe,LOW,Open,FALSE_POSITIVE,2026-03-04 18:46:04,iso_space,LOW,
EDR001279,2026-03-11 04:54:00,D0111,U0368,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 04:54:00,iso_space,HIGH,
EDR000578,2026-03-20 18:46:46,D0199,U0044,Unusual Network,chrome.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-20T18:46:46Z,iso_z,MEDIUM,
EDR000760,2026-03-13 11:53:00,D0030,U0220,Suspicious Process,chrome.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-13 11:53:00,iso_space,HIGH,
EDR001253,2026-03-11 03:36:00,D0065,U0348,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 03:36:00,iso_space,HIGH,
EDR001666,2026-03-21 12:40:26,D0188,U0179,Malware Signature,cryptolock.exe,MEDIUM,In Progress,NEEDS_INVESTIGATION,2026-03-21 12:40:26,iso_space,Medium,
EDR000883,2026-03-15 13:15:17,D0065,U0131,Suspicious Process,inventory_scan.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-15 13:15:17,iso_space,HIGH,
EDR001351,2026-03-11 08:30:00,D0187,U0082,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 08:30:00,iso_space,High,
EDR000768,2026-03-16 08:26:45,D0022,U0183,Unusual Network,outlook.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-16T08:26:45Z,iso_z,MEDIUM,
EDR000168,2026-03-07 18:00:42,D0108,U0093,Unusual Network,teams.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-07 18:00:42,iso_space,Medium,
EDR001450,2026-03-11 13:27:00,D0056,U0062,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 13:27:00,iso_space,high,
EDR001343,2026-03-11 08:06:00,D0101,U0144,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 08:06:00,iso_space,High,
EDR001273,2026-03-11 04:36:00,D0140,U0030,Suspicious Process,backup_agent.exe,HIGH,Closed,,2026-03-11 04:36:00,iso_space,HIGH,MISSING_ANALYST_DECISION
EDR000326,2026-03-20 13:08:00,D0062,U0178,PUP Detected,antivirus_update.exe,HIGH,Closed,,2026-03-20 13:08:00,iso_space,High,MISSING_ANALYST_DECISION
EDR000536,2026-03-17 08:17:32,D0057,U0367,Suspicious Process,teams.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-17 08:17:32,iso_space,MEDIUM,
EDR001539,2026-03-11 17:54:00,D0090,U0006,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 17:54:00,iso_space,HIGH,
EDR000916,2026-03-17 11:08:40,D0042,U0326,Unusual Network,python.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-17 11:08:40,iso_space,medium,
EDR001370,2026-03-11 09:27:00,D0191,U0157,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 09:27:00,iso_space,HIGH,
EDR000093,2026-03-17 16:22:19,D0029,U0085,Unusual Network,sccm_client.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-17 16:22:19,iso_space,LOW,
EDR000207,2026-03-04 09:30:55,D0100,U0135,Suspicious Process,python.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-04 09:30:55,iso_space,medium,
EDR000430,2026-03-12 16:13:12,D0064,U0201,Unusual Network,inventory_scan.exe,LOW,Open,FALSE_POSITIVE,2026-03-12T16:13:12Z,iso_z,Low,
EDR001045,2026-03-09 08:07:18,D0013,U0121,Suspicious Process,inventory_scan.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-09 08:07:18,iso_space,Medium,
EDR000564,2026-03-13 14:10:21,D0114,U0214,Suspicious Process,inventory_scan.exe,LOW,Open,,2026-03-13 14:10:21,iso_space,LOW,MISSING_ANALYST_DECISION
EDR001117,2026-03-15 12:45:32,D0105,U0169,Suspicious Process,antivirus_update.exe,LOW,Closed,FALSE_POSITIVE,2026-03-15 12:45:32,iso_space,Low,
EDR001307,2026-03-11 06:18:00,D0069,U0316,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T06:18:00Z,iso_z,HIGH,
EDR001070,2026-03-07 19:11:45,D0007,U0323,PUP Detected,python.exe,LOW,Closed,FALSE_POSITIVE,2026-03-07 19:11:45,iso_space,Low,
EDR001533,2026-03-11 17:36:00,D0063,U0218,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T17:36:00Z,iso_z,HIGH,
